date,description,elev_status,posted,time,traincount,type,weather
05/12/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,17:29:00 PM PDT,59,,Clear
05/13/2016,No delays reported.,There are two elevators out of service at this time:  Bay Fair Platform Elevator and  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,07:59:00 AM PDT,61,,Clouds
05/14/2016,No delays reported.,There are two elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator and  Bay Fair Platform Elevator.  Thank you. ,,17:30:00 PM PDT,38,,Clear
05/15/2016,No delays reported.,"There are three elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator,   Bay Fair Platform Elevator and  Pittsburg/Bay Point Street Elevator.  Thank you. ",,07:59:00 AM PDT,31,,Clouds
05/15/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,17:30:00 PM PDT,25,,Clear
05/16/2016,No delays reported.,There are two elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator and  Montgomery Street Elevator.  Thank you. ,,07:59:00 AM PDT,57,,Clear
05/16/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,17:29:00 PM PDT,59,,Clear
05/17/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,07:59:00 AM PDT,60,,Clear
05/17/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,17:29:00 PM PDT,58,,Clear
05/18/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Clear
05/18/2016,No delays reported.,There are two elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator and  Ashby Platform Elevator.  Thank you. ,,17:30:00 PM PDT,59,,Clear
05/19/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,07:59:00 AM PDT,59,,Mist
05/19/2016,No delays reported.,There are two elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator and  Fremont Station Elevator.  Thank you. ,,17:29:00 PM PDT,57,,Haze
05/20/2016,No delays reported.,There are two elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator and  Balboa Park Station Elevator.  Thank you. ,,07:59:00 AM PDT,60,,Mist
05/20/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,17:29:00 PM PDT,59,,Clouds
05/21/2016,No delays reported.,There are two elevators out of service at this time:  El Cerrito del Norte S.F./Fremont Platform Elevator and  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,07:59:00 AM PDT,22,,Rain
05/21/2016,No delays reported.,"There are four elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator,   Fremont Station Elevator and  Daly City Both Tunnel Elevators.  Thank you. ",,17:29:00 PM PDT,38,,Clouds
05/22/2016,No delays reported.,There are two elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator and  Dublin/Pleasanton Station Elevator.  Thank you. ,,07:59:00 AM PDT,12,,Clouds
05/22/2016,No delays reported.,There are three elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator and  Daly City Both Tunnel Elevators.  Thank you. ,,17:29:00 PM PDT,25,,Clouds
05/23/2016,No delays reported.,There are two elevators out of service at this time:  Pleasant Hill Bay Point Platform Elevator and  MacArthur S.F./Fremont Platform Elevator.  Thank you. ,,07:59:00 AM PDT,60,,Clouds
05/23/2016,No delays reported.,There is one elevator out of service at this time:  Pleasant Hill Bay Point Platform Elevator.  Thank you. ,,17:29:00 PM PDT,58,,Clouds
05/24/2016,No delays reported.,Attention passengers: All elevators are in service. Thank You.,,07:59:00 AM PDT,59,,Rain
05/24/2016,No delays reported.,Attention passengers: All elevators are in service. Thank You.,,17:29:00 PM PDT,59,,Clouds
05/25/2016,No delays reported.,Attention passengers: All elevators are in service. Thank You.,,07:59:00 AM PDT,61,,Mist
05/25/2016,No delays reported.,Attention passengers: All elevators are in service. Thank You.,,17:29:00 PM PDT,59,,Drizzle
05/26/2016,No delays reported.,Attention passengers: All elevators are in service. Thank You.,,07:59:00 AM PDT,60,,Mist
05/26/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,59,,Mist
05/27/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,07:59:00 AM PDT,61,,Mist
05/27/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,58,,Clouds
05/28/2016,"Attention Passengers: This weekend there will be no BART trains running between Bayfair and San Leandro stations all day Saturday, Sunday and Monday while maintenance crews upgrade the trackway to improve reliability and safety. BART will provide a free bus bridge. Visit bart.gov for more info. BART to OAK airport service will be in full operation. ",There are no elevators out of service at this time.  Thank you. ,Sat May 28 2016 05:23 AM PDT,07:59:00 AM PDT,26,DELAY,Mist
05/28/2016,"Attention Passengers: This weekend there will be no BART trains running between Bayfair and San Leandro stations all day Saturday, Sunday and Monday while maintenance crews upgrade the trackway to improve reliability and safety. BART will provide a free bus bridge. Visit bart.gov for more info. BART to OAK airport service will be in full operation. ",There is one elevator out of service at this time:  16th St. Mission Street Elevator.  Thank you. ,Sat May 28 2016 05:23 AM PDT,17:29:00 PM PDT,32,DELAY,Clouds
05/29/2016,"Attention Passengers: This weekend there will be no BART trains running between Bayfair and San Leandro stations all day Saturday, Sunday and Monday while maintenance crews upgrade the trackway to improve reliability and safety. BART will provide a free bus bridge. Visit bart.gov for more info. BART to OAK airport service will be in full operation. ",There are no elevators out of service at this time.  Thank you. ,Sat May 28 2016 05:23 AM PDT,07:59:00 AM PDT,16,DELAY,Haze
05/29/2016,"Attention Passengers: This weekend there will be no BART trains running between Bayfair and San Leandro stations all day Saturday, Sunday and Monday while maintenance crews upgrade the trackway to improve reliability and safety. BART will provide a free bus bridge. Visit bart.gov for more info. BART to OAK airport service will be in full operation. ",There are no elevators out of service at this time.  Thank you. ,Sat May 28 2016 05:23 AM PDT,17:29:00 PM PDT,26,DELAY,Mist
05/30/2016,Attention Passengers: There will be no BART trains running between Bayfair and San Leandro stations until 3pm on Monday while maintenance crews upgrade the trackway to improve reliability and safety. BART will provide a free bus bridge until normal service resumes at 3pm. Visit bart.gov for more info. BART to OAK airport service will be in full operation. ,There is one elevator out of service at this time:  Pittsburg/Bay Point Platform Elevator.  Thank you. ,Mon May 30 2016 01:41 AM PDT,07:59:00 AM PDT,16,DELAY,Mist
05/30/2016,BART has completed repairs on the fremont line.  Normal service has been restored in all directions.   ,There is one elevator out of service at this time:  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ,Mon May 30 2016 03:06 PM PDT,17:29:00 PM PDT,25,DELAY,Mist
05/31/2016,No delays reported.,There is one elevator out of service at this time:  Lafayette Station Elevator.  Thank you. ,,07:59:00 AM PDT,58,,Fog
05/31/2016,No delays reported.,There is one elevator out of service at this time:  Pittsburg/Bay Point Platform Elevator.  Thank you. ,,17:29:00 PM PDT,59,,Clouds
06/01/2016,No delays reported.,There are two elevators out of service at this time:  Pittsburg/Bay Point Platform Elevator and  Hayward Fremont Platform Elevator.  Thank you. ,,07:59:00 AM PDT,59,,Fog
06/01/2016,No delays reported.,There is one elevator out of service at this time:  South San Francisco Platform Elevator.  Thank you. ,,17:30:00 PM PDT,59,,Mist
06/02/2016,No delays reported.,There is one elevator out of service at this time:  El Cerrito del Norte Richmond Platform Elevator.  Thank you. ,,07:59:00 AM PDT,59,,Drizzle
06/03/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,07:59:00 AM PDT,60,,Fog
06/03/2016,No delays reported.,There are two elevators out of service at this time:  Richmond Street Elevator and  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ,,17:29:00 PM PDT,60,,Clouds
06/04/2016,No delays reported.,There is one elevator out of service at this time:  Ashby Street Elevator.  Thank you. ,,07:59:00 AM PDT,25,,Mist
06/04/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,38,,Rain
06/05/2016,No delays reported.,There is one elevator out of service at this time:  16th St. Mission Street Elevator.  Thank you. ,,07:59:00 AM PDT,13,,Mist
06/05/2016,No delays reported.,There are two elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ,,17:29:00 PM PDT,24,,Clouds
06/06/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   San Francisco Airport Platform #3 to Airtrain Elevator and  Civic Center Street Elevator.  Thank you. ",,07:59:00 AM PDT,60,,Mist
06/06/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   Richmond Street Elevator and  San Francisco Airport Platform #3 to Airtrain Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Rain
06/07/2016,No delays reported.,"There are four elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   San Francisco Airport Platform #3 to Airtrain Elevator,   Rockridge Station Elevator and  MacArthur S.F./Fremont Platform Elevator.  Thank you. ",,07:59:00 AM PDT,59,,Mist
06/07/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   San Francisco Airport Platform #3 to Airtrain Elevator and  Rockridge Station Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Clouds
06/08/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   San Francisco Airport Platform #3 to Airtrain Elevator and  Rockridge Station Elevator.  Thank you. ",,07:59:00 AM PDT,59,,Clouds
06/08/2016,No delays reported.,"There are four elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   Powell Platform Elevator,   San Francisco Airport Platform #3 to Airtrain Elevator and  Rockridge Station Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Clouds
06/09/2016,No delays reported.,"There are five elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   San Francisco Airport Platform #3 to Airtrain Elevator,   Montgomery Platform Elevator,   Rockridge Station Elevator and  Fruitvale S.F./Richmond Platform Elevator.  Thank you. ",,07:59:00 AM PDT,57,,Rain
06/09/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   San Francisco Airport Platform #3 to Airtrain Elevator and  Rockridge Station Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Clear
06/10/2016,No delays reported.,There are two elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator and  Rockridge Station Elevator.  Thank you. ,,07:59:00 AM PDT,59,,Clear
06/10/2016,"BART is recovering from an earlier problem. There is a major delay on the Fremont Line in the Fremont, Richmond and Daly City directions due to an equipment problem on a train. ",There is one elevator out of service at this time:  Civic Center Street Elevator.  Thank you. ,Fri Jun 10 2016 05:14 PM PDT,17:29:00 PM PDT,58,DELAY,Clear
06/11/2016,No delays reported.,There is one elevator out of service at this time:  Civic Center Street Elevator.  Thank you. ,,07:59:00 AM PDT,25,,Clouds
06/12/2016,"There is a 20-40 minute delay between Union City and Fremont in the Fremont, Richmond and Daly City directions due to track maintenance. there is no direct service from fremont and union city stations to daly city at this time please transfer at hayward station for a sf/daly city train. ","There are four elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator,   South San Francisco Platform Elevator,   Civic Center Platform Elevator and  Montgomery Street Elevator.  Thank you. ",Sat Jun 11 2016 08:56 AM PDT,07:59:00 AM PDT,11,DELAY,Clear
06/12/2016,There is a 20-40 minute delay at Union City on the Fremont Line in the Fremont and Richmond directions due to scheduled track maintenance.  ,There is one elevator out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator.  Thank you. ,Sun Jun 12 2016 09:14 AM PDT,17:29:00 PM PDT,24,DELAY,Clear
06/13/2016,No delays reported.,There are two elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator and  San Bruno Platform Elevator.  Thank you. ,,07:59:00 AM PDT,58,,Clouds
06/13/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator,   Berkeley Street Elevator and  Montgomery Street Elevator.  Thank you. ",,17:29:00 PM PDT,56,,Clear
06/14/2016,No delays reported.,There is one elevator out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator.  Thank you. ,,07:59:00 AM PDT,61,,Clouds
06/14/2016,No delays reported.,There are two elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator and  San Francisco Airport Platform #3 to Airtrain Elevator.  Thank you. ,,17:29:00 PM PDT,58,,Clouds
06/15/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator,   16th St. Mission Street Elevator and  Embarcadero Street Elevator.  Thank you. ",,07:59:00 AM PDT,59,,Clouds
06/15/2016,No delays reported.,"There are four elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator,   Montgomery Platform Elevator,   Embarcadero Street Elevator and  Montgomery Street Elevator.  Thank you. ",,17:29:00 PM PDT,57,,Clear
06/16/2016,No delays reported.,There is one elevator out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator.  Thank you. ,,07:59:00 AM PDT,60,,Clouds
06/16/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator,   12th St. Oakland Platform Elevator and  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Clear
06/17/2016,BART is recovering from an earlier problem. There is a 10-minute delay at Downtown San Francisco stations in the East Bay direction due to an earlier equipment problem on the track. ,There are two elevators out of service at this time:  12th St. Oakland Platform Elevator and  Walnut Creek SF/Millbrae Platform Elevator.  Thank you. ,Fri Jun 17 2016 07:55 AM PDT,07:59:00 AM PDT,60,DELAY,Clouds
06/17/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,57,,Rain
06/18/2016,"BART is recovering from an earlier problem. There is a 10-minute delay at MacArthur in the Pittsburg / Bay Point, Fremont, Richmond and SFO directions due to an equipment problem on the track. ",There is one elevator out of service at this time:  Pittsburg/Bay Point Platform Elevator.  Thank you. ,Sat Jun 18 2016 07:40 AM PDT,07:59:00 AM PDT,25,DELAY,Clear
06/19/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,07:59:00 AM PDT,13,,Clouds
06/19/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,27,,Clouds
06/20/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,07:59:00 AM PDT,60,,Clear
06/20/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,58,,Clouds
06/21/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,07:59:00 AM PDT,58,,Clear
06/21/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,59,,Clear
06/22/2016,BART is recovering from an earlier problem. There is a 10-minute delay on the Pittsburg/Bay Point Line in the Pittsburg / Bay Point and San Francisco directions due to earlier police activity at Orinda.  Trains are now stopping at Orinda. ,There are no elevators out of service at this time.  Thank you. ,Wed Jun 22 2016 07:20 AM PDT,07:59:00 AM PDT,60,DELAY,Clouds
06/22/2016,No delays reported.,There is one elevator out of service at this time:   Oakland Int'l Airport Elevator.  Thank you. ,,17:29:00 PM PDT,57,,Clear
06/23/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,07:59:00 AM PDT,60,,Clear
06/23/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,56,,Clear
06/24/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,17:29:00 PM PDT,59,,Clear
06/25/2016,No delays reported.,There are three elevators out of service at this time:  El Cerrito Plaza S.F./Fremont Platform Elevator and  Daly City Both Tunnel Elevators.  Thank you. ,,08:00:00 AM PDT,24,,Mist
06/25/2016,There is a 20-minute delay between Orinda and Rockridge in the Pittsburg / Bay Point and SFO directions due to an equipment problem on the track. ,There are no elevators out of service at this time.  Thank you. ,Sat Jun 25 2016 04:09 PM PDT,17:29:00 PM PDT,40,DELAY,Thunderstorm
06/26/2016,No delays reported.,There are no elevators out of service at this time.  Thank you. ,,07:59:00 AM PDT,25,,Mist
06/26/2016,No delays reported.,There is one elevator out of service at this time:  12th St. Oakland Platform Elevator.  Thank you. ,,17:29:00 PM PDT,33,,Clouds
06/27/2016,No delays reported.,There is one elevator out of service at this time:  Dublin/Pleasanton Station Elevator.  Thank you. ,,07:59:00 AM PDT,59,,Mist
06/27/2016,There is a 10-minute delay on the Pittsburg/Bay Point Line in the San Francisco direction due to an equipment problem on a train. ,There is one elevator out of service at this time:  Dublin/Pleasanton Station Elevator.  Thank you. ,Mon Jun 27 2016 05:28 PM PDT,17:29:00 PM PDT,56,DELAY,Rain
06/28/2016,No delays reported.,"There are three elevators out of service at this time:  Dublin/Pleasanton Station Elevator,    Coliseum Airport Connector Elevator and  Millbrae SF/EastBay Platform Elevator.  Thank you. ",,07:59:00 AM PDT,59,,Mist
06/28/2016,No delays reported.,"There are three elevators out of service at this time:  Dublin/Pleasanton Station Elevator,   Coliseum Walkway Elevator and  Civic Center Street Elevator.  Thank you. ",,17:29:00 PM PDT,58,,Clouds
06/29/2016,No delays reported.,"There are five elevators out of service at this time:  Dublin/Pleasanton Station Elevator,   San Leandro S.F./Richmond Platform Elevator,   Rockridge Station Elevator,   Civic Center Platform Elevator and  Millbrae SF/EastBay Platform Elevator.  Thank you. ",,07:59:00 AM PDT,58,,Mist
06/29/2016,No delays reported.,"There are three elevators out of service at this time:  El Cerrito Plaza Richmond Platform Elevator,   Dublin/Pleasanton Station Elevator and  Millbrae SF/EastBay Platform Elevator.  Thank you. ",,17:30:00 PM PDT,57,,Mist
06/30/2016,There is a 10-minute delay at Glen Park in the East Bay direction due to an equipment problem on a train. ,There are two elevators out of service at this time:  MacArthur Richmond/Bay Point Platform Elevator and  Dublin/Pleasanton Station Elevator.  Thank you. ,Thu Jun 30 2016 07:53 AM PDT,08:00:00 AM PDT,60,DELAY,Mist
06/30/2016,No delays reported.,There are two elevators out of service at this time:  Dublin/Pleasanton Station Elevator and  Balboa Park Station Elevator.  Thank you. ,,17:29:00 PM PDT,60,,Clouds
07/01/2016,No delays reported.,There are two elevators out of service at this time:  Dublin/Pleasanton Station Elevator and  Rockridge Station Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Haze
07/01/2016,No delays reported.,There is one elevator out of service at this time:  Rockridge Station Elevator.  Thank you. ,,17:30:00 PM PDT,56,,Clouds
07/02/2016,"No trains are running during this 3-day holiday weekend between South Hayward, Union City and Fremont stations. There is a free bus bridge established to shuttle passengers between those stations. Expect delays in both directions at those locations. ",There is one elevator out of service at this time:  Rockridge Station Elevator.  Thank you. ,Sat Jul 02 2016 06:17 AM PDT,07:59:00 AM PDT,23,DELAY,Mist
07/02/2016,"No trains are running during this 3-day holiday weekend between South Hayward, Union City and Fremont stations. There is a free bus bridge established to shuttle passengers between those stations. Expect delays in both directions at those locations. ",There are two elevators out of service at this time:  Berkeley Street Elevator and  Rockridge Station Elevator.  Thank you. ,Sat Jul 02 2016 06:17 AM PDT,17:29:00 PM PDT,38,DELAY,Clouds
07/03/2016,"No trains are running during this 3-day holiday weekend between South Hayward, Union City and Fremont stations. There is a free bus bridge established to shuttle passengers between those stations. Expect delays in both directions at those locations. ",There is one elevator out of service at this time:  Rockridge Station Elevator.  Thank you. ,Sat Jul 02 2016 06:17 AM PDT,08:00:00 AM PDT,11,DELAY,Mist
07/03/2016,"No trains are running during this 3-day holiday weekend between South Hayward, Union City and Fremont stations. There is a free bus bridge established to shuttle passengers between those stations. Expect delays in both directions at those locations. ",There are two elevators out of service at this time:  Millbrae SF/EastBay Platform Elevator and  Rockridge Station Elevator.  Thank you. ,Sat Jul 02 2016 06:17 AM PDT,17:30:00 PM PDT,23,DELAY,Clouds
07/04/2016,"No trains are running during this 3-day holiday weekend between South Hayward, Union City and Fremont stations. There is a free bus bridge established to shuttle passengers between those stations. Expect delays in both directions at those locations. ",There are two elevators out of service at this time:  West Oakland East Bay Platform Elevator and  Rockridge Station Elevator.  Thank you. ,Sat Jul 02 2016 06:17 AM PDT,08:00:00 AM PDT,13,DELAY,Mist
07/04/2016,"No trains are running during this 3-day holiday weekend between South Hayward, Union City and Fremont stations. There is a free bus bridge established to shuttle passengers between those stations. Expect delays in both directions at those locations. ",There are two elevators out of service at this time:  Rockridge Station Elevator and  Richmond Street Elevator.  Thank you. ,Sat Jul 02 2016 06:17 AM PDT,17:30:00 PM PDT,23,DELAY,Clouds
07/05/2016,No delays reported.,There are two elevators out of service at this time:  Rockridge Station Elevator and  Castro Valley Station Elevator.  Thank you. ,,08:00:00 AM PDT,61,,Clouds
07/05/2016,No delays reported.,There are two elevators out of service at this time:  Rockridge Station Elevator and  Castro Valley Station Elevator.  Thank you. ,,17:29:00 PM PDT,57,,Clouds
07/06/2016,No delays reported.,"There are three elevators out of service at this time:  Embarcadero Platform Elevator,   Rockridge Station Elevator and  Castro Valley Station Elevator.  Thank you. ",,08:00:00 AM PDT,60,,Mist
07/06/2016,No delays reported.,"There are four elevators out of service at this time:  MacArthur Richmond/Bay Point Platform Elevator,   Rockridge Station Elevator,   19th St. Oakland Street Elevator and  Castro Valley Station Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Mist
07/07/2016,No delays reported.,There is one elevator out of service at this time:  Castro Valley Station Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Mist
07/07/2016,No delays reported.,There is one elevator out of service at this time:  Castro Valley Station Elevator.  Thank you. ,,17:30:00 PM PDT,59,,Mist
07/08/2016,No delays reported.,There is one elevator out of service at this time:  Castro Valley Station Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Rain
07/08/2016,No delays reported.,There are two elevators out of service at this time:  Castro Valley Station Elevator and  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ,,17:30:00 PM PDT,60,,Smoke
07/09/2016,No delays reported.,"There are three elevators out of service at this time:  Fruitvale S.F./Richmond Platform Elevator,   MacArthur S.F./Fremont Platform Elevator and  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ",,08:00:00 AM PDT,25,,Clouds
07/09/2016,No delays reported.,There is one elevator out of service at this time:  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ,,17:30:00 PM PDT,38,,Mist
07/10/2016,No delays reported.,There is one elevator out of service at this time:  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ,,08:00:00 AM PDT,15,,Mist
07/10/2016,No delays reported.,There is one elevator out of service at this time:  12th St. Oakland Ogawa Plaza Elevator.  Thank you. ,,17:30:00 PM PDT,24,,Clear
07/11/2016,No delays reported.,"There are five elevators out of service at this time:  12th St. Oakland Platform Elevator,   Richmond Street Elevator,   Pittsburg/Bay Point Street Elevator,   12th St. Oakland Ogawa Plaza Elevator and  12th St. Oakland Street Elevator.  Thank you. ",,08:00:00 AM PDT,60,,Mist
07/11/2016,No delays reported.,"There are three elevators out of service at this time:  12th St. Oakland Platform Elevator,   Pittsburg/Bay Point Street Elevator and  12th St. Oakland Street Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Clouds
07/12/2016,No delays reported.,There are two elevators out of service at this time:  12th St. Oakland Platform Elevator and  12th St. Oakland Street Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Mist
07/12/2016,No delays reported.,There are two elevators out of service at this time:  12th St. Oakland Platform Elevator and  12th St. Oakland Street Elevator.  Thank you. ,,17:30:00 PM PDT,60,,Clouds
07/13/2016,No delays reported.,"There are three elevators out of service at this time:  Montgomery Street Elevator,   12th St. Oakland Platform Elevator and  12th St. Oakland Street Elevator.  Thank you. ",,17:29:00 PM PDT,57,,Rain
07/14/2016,No delays reported.,There are two elevators out of service at this time:  12th St. Oakland Platform Elevator and  12th St. Oakland Street Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Fog
07/14/2016,No delays reported.,"There are three elevators out of service at this time:  12th St. Oakland Platform Elevator,   Rockridge Station Elevator and  12th St. Oakland Street Elevator.  Thank you. ",,17:29:00 PM PDT,60,,Mist
07/15/2016,No delays reported.,"There are four elevators out of service at this time:  Montgomery Platform Elevator,   Powell Street Elevator,   12th St. Oakland Platform Elevator and  12th St. Oakland Street Elevator.  Thank you. ",,07:59:00 AM PDT,58,,Mist
07/15/2016,No delays reported.,There is one elevator out of service at this time:  12th St. Oakland Street Elevator.  Thank you. ,,17:30:00 PM PDT,58,,Drizzle
07/16/2016,No delays reported.,There is one elevator out of service at this time:  12th St. Oakland Street Elevator.  Thank you. ,,08:00:00 AM PDT,23,,Clouds
07/16/2016,No delays reported.,There is one elevator out of service at this time:  12th St. Oakland Street Elevator.  Thank you. ,,17:29:00 PM PDT,36,,Clear
07/17/2016,No delays reported.,There are two elevators out of service at this time:  12th St. Oakland Street Elevator and  Powell Street Elevator.  Thank you. ,,08:00:00 AM PDT,14,,Mist
07/17/2016,No delays reported.,There is one elevator out of service at this time:  12th St. Oakland Street Elevator.  Thank you. ,,17:30:00 PM PDT,25,,Rain
07/18/2016,No delays reported.,"There are three elevators out of service at this time:  19th St. Oakland Street Elevator,   12th St. Oakland Street Elevator and  19th St. Oakland Platform Elevator.  Thank you. ",,08:00:00 AM PDT,61,,Drizzle
07/18/2016,No delays reported.,"There are three elevators out of service at this time:  19th St. Oakland Street Elevator,   12th St. Oakland Street Elevator and  19th St. Oakland Platform Elevator.  Thank you. ",,17:30:00 PM PDT,57,,Thunderstorm
07/19/2016,No delays reported.,"There are three elevators out of service at this time:  19th St. Oakland Street Elevator,   12th St. Oakland Street Elevator and  19th St. Oakland Platform Elevator.  Thank you. ",,08:00:00 AM PDT,58,,Clear
07/19/2016,No delays reported.,"There are three elevators out of service at this time:  19th St. Oakland Street Elevator,   12th St. Oakland Street Elevator and  19th St. Oakland Platform Elevator.  Thank you. ",,17:30:00 PM PDT,59,,Thunderstorm
07/20/2016,No delays reported.,There are two elevators out of service at this time:  19th St. Oakland Street Elevator and  19th St. Oakland Platform Elevator.  Thank you. ,,08:00:00 AM PDT,58,,Clouds
07/20/2016,No delays reported.,"There are three elevators out of service at this time:  Montgomery Platform Elevator,   19th St. Oakland Street Elevator and  19th St. Oakland Platform Elevator.  Thank you. ",,17:30:00 PM PDT,57,,Clouds
07/21/2016,No delays reported.,"There are four elevators out of service at this time:  19th St. Oakland Street Elevator,   El Cerrito del Norte S.F./Fremont Platform Elevator,   North Berkeley Station Elevator and  19th St. Oakland Platform Elevator.  Thank you. ",,08:00:00 AM PDT,58,,Clear
07/21/2016,No delays reported.,There are two elevators out of service at this time:  19th St. Oakland Street Elevator and  19th St. Oakland Platform Elevator.  Thank you. ,,17:30:00 PM PDT,59,,Clouds
07/22/2016,No delays reported.,"There are four elevators out of service at this time:  19th St. Oakland Street Elevator,   Civic Center Platform Elevator,   South San Francisco Platform Elevator and  19th St. Oakland Platform Elevator.  Thank you. ",,08:00:00 AM PDT,59,,Clear
07/22/2016,No delays reported.,There is one elevator out of service at this time:  Civic Center Platform Elevator.  Thank you. ,,17:29:00 PM PDT,58,,Clouds
07/23/2016,No delays reported.,There are two elevators out of service at this time:  Civic Center Platform Elevator and  Fruitvale S.F./Richmond Platform Elevator.  Thank you. ,,08:00:00 AM PDT,24,,Drizzle
07/23/2016,No delays reported.,There are two elevators out of service at this time:  Civic Center Platform Elevator and  Balboa Park Station Elevator.  Thank you. ,,17:29:00 PM PDT,38,,Rain
07/24/2016,No delays reported.,There are two elevators out of service at this time:  Civic Center Platform Elevator and  Balboa Park Station Elevator.  Thank you. ,,08:00:00 AM PDT,11,,Haze
